Year,Region,Value
2019,Asturias,0.944870083368809
2020,Asturias,0.944075402363491
2021,Asturias,0.966773498386823
2010,España,1.07
2011,España,1.07
2012,España,1.08
2013,España,1.08
2014,España,1.08
2015,España,1.08
2016,España,1.1
2017,España,1.11
2018,España,1.12
2019,España,1.13
2020,España,1.14
2021,España,1.15
2010,España,0.62
2011,España,0.61
2012,España,0.61
2013,España,0.61
2014,España,0.61
2015,España,0.62
2016,España,0.61
2017,España,0.62
2018,España,0.63
2019,España,0.63
2020,España,0.62
2021,España,0.62
2010,España,0.16
2011,España,0.17
2012,España,0.18
2013,España,0.19
2014,España,0.19
2015,España,0.19
2016,España,0.2
2017,España,0.2
2018,España,0.24
2019,España,0.24
2020,España,0.22
2021,España,0.23
2010,España,0.25
2011,España,0.25
2012,España,0.25
2013,España,0.25
2014,España,0.25
2015,España,0.25
2016,España,0.25
2017,España,0.25
2018,España,0.26
2019,España,0.26
2020,España,0.26
2021,España,0.26
2010,España,1.28
2011,España,1.3
2012,España,1.29
2013,España,1.3
2014,España,1.29
2015,España,1.3
2016,España,1.3
2017,España,1.3
2018,España,1.3
2019,España,1.32
2020,España,1.33
2021,España,1.34
2010,España,1.34
2011,España,1.34
2012,España,1.36
2013,España,1.36
2014,España,1.36
2015,España,1.37
2016,España,1.37
2017,España,1.39
2018,España,1.39
2019,España,1.4
2020,España,1.4
2021,España,1.41
2010,España,0.35
2011,España,0.36
2012,España,0.36
2013,España,0.36
2014,España,0.36
2015,España,0.36
2016,España,0.36
2017,España,0.36
2018,España,0.36
2019,España,0.36
2020,España,0.38
2021,España,0.38
2010,España,1.45
2011,España,1.46
2012,España,1.45
2013,España,1.44
2014,España,1.44
2015,España,1.44
2016,España,1.45
2017,España,1.45
2018,España,1.45
2019,España,1.46
2020,España,1.46
2021,España,1.45
2010,España,1.37
2011,España,1.38
2012,España,1.39
2013,España,1.4
2014,España,1.4
2015,España,1.41
2016,España,1.41
2017,España,1.41
2018,España,1.42
2019,España,1.42
2020,España,1.42
2021,España,1.43
2010,España,1.43
2011,España,1.43
2012,España,1.46
2013,España,1.46
2014,España,1.47
2015,España,1.48
2016,España,1.48
2017,España,1.49
2018,España,1.49
2019,España,1.5
2020,España,1.5
2021,España,1.51
2010,España,0.95
2011,España,0.95
2012,España,0.95
2013,España,0.93
2014,España,0.93
2015,España,0.92
2016,España,0.95
2017,España,0.97
2018,España,0.98
2019,España,0.99
2020,España,1.01
2021,España,1.02
2020,España,0.99
2021,España,1.01
2020,España,1.15
2021,España,1.15
2010,España,0.86
2011,España,0.87
2012,España,0.92
2013,España,0.92
2014,España,0.93
2015,España,0.93
2016,España,0.94
2017,España,0.94
2018,España,0.95
2019,España,0.95
2020,España,0.96
2021,España,0.96
